(Madelyn, Peter Russo)
(Chapter 21, Seth Grayson)
(Chapter 21, Doug Stamper)
(Chapter 21, Rachel Posner)
(Chapter 21, Adam Galloway)
(Chapter 21, Remy Danton)
(Fifth Amendment to the United States Constitution, Raymond Tusk)
(List of White House Chiefs of Staff, White House Chief of Staff)
(List of White House Chiefs of Staff, Garrett Walker)
(List of White House Chiefs of Staff, Doug Stamper)
(List of White House Chiefs of Staff, Frank Underwood)
(List of White House Chiefs of Staff, White House Office)
(List of White House Chiefs of Staff, President of the United States)
(List of White House Chiefs of Staff, Executive Office of the President of the United States)
(List of White House Chiefs of Staff, Remy Danton)
(List of White House Chiefs of Staff, Linda Vasquez)
(Alan Cooke, Jackie Sharp)
(Alan Cooke, Season 3)
(Agent Carter, Chapter 17)
(Agent Carter, Gavin Orsay)
(Agent Carter, Chapter 25)
(Agent Carter, Doug Stamper)
(Agent Carter, Nathan Green)
(Charles Eddis, Washington, D.C.)
(Charles Eddis, Chapter 30)
(Charles Eddis, Season 3)
(Charles Eddis, Frank Underwood)
(Clean Water Initiative, Washington, D.C.)
(Clean Water Initiative, Gillian Cole)
(Clean Water Initiative, SanCorp)
(Clean Water Initiative, Season 1)
(Clean Water Initiative, Claire Underwood)
(Clean Water Initiative, Season 2)
(Clean Water Initiative, Chapter 5)
(United States Solicitor General, Heather Dunbar)
(United States Solicitor General, Season 2)
(United States Solicitor General, Season 3)
(UK USA simularities, UK USA similarities)
(Wes Buchwalter, United States House of Representatives)
(Wes Buchwalter, United States Senate)
(Wes Buchwalter, Ted Havemeyer)
(Wes Buchwalter, Season 2)
(Wes Buchwalter, Democratic Party (United States))
(Wes Buchwalter, House Majority Whip)
(Wes Buchwalter, Frank Underwood)
(Wes Buchwalter, Jackie Sharp)
(Wes Buchwalter, Howard Webb)
(Chapter 18, Dalton McGinnis)
(Chapter 18, Garrett Walker)
(Chapter 18, Xander Feng)
(Chapter 18, Seth Grayson)
(Chapter 18, Doug Stamper)
(Chapter 18, Frank Underwood)
(Chapter 18, Claire Underwood)
(Chapter 18, Raymond Tusk)
(Chapter 18, Lucas Goodwin)
(Chapter 18, Vice President of the United States)
(Chapter 18, Patricia Walker)
(Pussy Riot, White House Chief of Staff)
(Pussy Riot, Congress)
(Pussy Riot, Remy Danton)
(Pussy Riot, Viktor Petrov)
(Pussy Riot, Frank Underwood)
(Jessica Masters, Chapter 3)
(Jessica Masters, Leanne Masters)
(Jessica Masters, Frank Underwood)
(Jessica Masters, Season 1)
(Jessica Masters, Dean Masters)
(Jessica Masters, Reverend Jenkins)
(Jessica Masters, Gaffney)
(Jessica Masters, Masters Family)
(List of Presidents of the United States by date of birth, Garrett Walker)
(List of Presidents of the United States by date of birth, Bill Clinton)
(List of Presidents of the United States by date of birth, Theodore Roosevelt)
(List of Presidents of the United States by date of birth, Jimmy Carter)
(List of Presidents of the United States by date of birth, List of Presidents of the United States)
(List of Presidents of the United States by date of birth, Frank Underwood)
(List of Presidents of the United States by date of birth, John F. Kennedy)
(List of Presidents of the United States by date of birth, George W. Bush)
(List of Presidents of the United States by date of birth, Ronald Reagan)
(List of Presidents of the United States by date of birth, Lyndon B. Johnson)
(List of Presidents of the United States by date of birth, George H. W. Bush)
(Jamil Abaza, Michael Kern)
(Jamil Abaza, Catherine Durant)
(Jamil Abaza, Chapter 2)
(NY Examiner, Underwood Family)
(NY Examiner, Season 2)
(NY Examiner, Chapter 21)
(NY Examiner, Jean Tusk)
(NY Examiner, Frank Underwood)
(NY Examiner, Claire Underwood)
(NY Examiner, Raymond Tusk)
(NY Examiner, Doug Stamper)
(NY Examiner, Adam Galloway)
(NY Examiner, Remy Danton)
(NY Examiner, Vice President of the United States)
(Dennis Mendel, Michael Kern)
(Dennis Mendel, Roy Kapeniak)
(Dennis Mendel, Chapter 2)
(Dennis Mendel, Frank Underwood)
(America Works, Washington, D.C.)
(America Works, Henry Mitchell)
(America Works, United States)
(America Works, Arnold Silva)
(America Works, Frank Underwood)
(America Works, DRF)
(America Works, Republican Party (United States))
(America Works, Bob Birch)
(America Works, Jackie Sharp)
(America Works, Steven Travers)
(America Works, Barney Hull)
(America Works, Hector Mendoza)
(America Works, Heather Dunbar)
(America Works, Stafford Act)
(America Works, FEMA)
(Eliana Caspi, Claire Underwood)
(Eliana Caspi, Jordan Valley)
(Eliana Caspi, Season 3)
(Eliana Caspi, House of Cards)
(John F. Kennedy, President of the United States)
(John F. Kennedy, Harvard University)
(John F. Kennedy, List of Presidents of the United States)
(Inez, Adam Galloway)
(Inez, Season 2)
(Inez, House of Cards)
(Janet, Washington, D.C.)
(Janet, United States House of Representatives)
(Janet, Season 1)
(Janet, Frank Underwood)
(Janet, Janet/gallery)
(Janet, Claire Underwood)
(Janet, Steve)
(Janet, House of Cards)
(Chapter 38, Claire Underwood)
(Chapter 38, Frank Underwood)
(Chapter 38, Robin Wright)
(Chapter 38, Heather Dunbar)
(Chapter 38, Beau Willimon)
(Chapter 17, Dalton McGinnis)
(Chapter 17, Underwood Family)
(Chapter 17, Michael Kelly)
(Chapter 17, Doug Stamper)
(Chapter 17, Frank Underwood)
(Chapter 17, Claire Underwood)
(Chapter 17, Gavin Orsay)
(Chapter 17, Lucas Goodwin)
(Chapter 17, Remy Danton)
(Chapter 17, Jackie Sharp)
(Chapter 17, Donald Blythe)
(Deaths on House of Cards, Season 2)
(Deaths on House of Cards, Zoe Barnes)
(Deaths on House of Cards, Chapter 14)
(Deaths on House of Cards, Lucas Goodwin)
(Deaths on House of Cards, Elizabeth Hale)
(Deaths on House of Cards, Chapter 49)
(Deaths on House of Cards, Chapter 6)
(Deaths on House of Cards, Chapter 32)
(Deaths on House of Cards, Doug Stamper)
(Deaths on House of Cards, Chapter 1)
(Deaths on House of Cards, Chapter 45)
(Deaths on House of Cards, Season 4)
(Deaths on House of Cards, Edward Meechum)
(Deaths on House of Cards, Season 3)
(Deaths on House of Cards, Frank Underwood)
(Deaths on House of Cards, Steve)
(Deaths on House of Cards, Chapter 52)
(Deaths on House of Cards, Peter Russo)
(Deaths on House of Cards, Chapter 11)
(Deaths on House of Cards, Claire Underwood)
(Deaths on House of Cards, Chapter 43)
(Deaths on House of Cards, Season 1)
(Deaths on House of Cards, Chapter 39)
(Deaths on House of Cards, Rachel Posner)
(Deaths on House of Cards, Michael Corrigan)
(Ted Havemeyer, United States House of Representatives)
(Ted Havemeyer, Season 2)
(Ted Havemeyer, House Majority Whip)
(Ted Havemeyer, Democratic Party (United States))
(Ted Havemeyer, Speaker of the United States House of Representatives)
(Ted Havemeyer, Jackie Sharp)
(Ted Havemeyer, Bob Birch)
(Ted Havemeyer, Wes Buchwalter)
(Ted Havemeyer, Frank Underwood)
(Ted Havemeyer, Chapter 15)
(Libby Woodbridge, Megan Hennessey)
(Chapter 7, Garrett Walker)
(Chapter 7, Walter Doyle)
(Chapter 7, Christina Gallagher)
(Chapter 7, Zoe Barnes)
(Chapter 7, Frank Underwood)
(Chapter 7, Claire Underwood)
(Chapter 7, Bob Birch)
(Chapter 7, Lucas Goodwin)
(Chapter 7, Peter Russo)
(Chapter 7, Edward Meechum)
(Chapter 7, Linda Vasquez)
(Chapter 7, Carly Heath)
(Chapter 7, Steve)
(Chapter 7, Gillian Cole)
(Chapter 7, Barney Hull)
(Chapter 7, Doug Stamper)
(Chapter 7, Rachel Posner)
(Chapter 7, Nancy Kaufberger)
(Chapter 7, Jim Matthews)
(Chapter 7, Janine Skorsky)
(Call of the house, Chapter 16)
(Call of the house, United States Senate)
(Call of the house, Hector Mendoza)
(Call of the house, Vice President of the United States)
(Call of the house, Frank Underwood)
(First Lady of the United States, Claire Underwood)
(First Lady of the United States, President of the United States)
(First Lady of the United States, White House)
(Chapter 46, Chapter 46)
(Reverend Jenkins/gallery, Reverend Jenkins)
(Inauguration of Frank Underwood, Underwood Family)
(Inauguration of Frank Underwood, President of the United States)
(Inauguration of Frank Underwood, Frank Underwood)
(Inauguration of Frank Underwood, List of Presidents of the United States)
(Inauguration of Frank Underwood, Garrett Walker)
(Clayton West, Season 1)
(Clayton West, Season 2)
(Clayton West, Raymond Tusk)
(Harvard Law School, United States)
(Zoe Barnes/gallery, Zoe Barnes)
(Tabitha Lonnergan, United States House of Representatives)
(Tabitha Lonnergan, Garrett Walker)
(Tabitha Lonnergan, Frank Underwood)
(Tabitha Lonnergan, Jim Matthews)
(Tabitha Lonnergan, Linda Vasquez)
(Rachel Posner, Cheryl Posner)
(Rachel Posner, Season 2)
(Rachel Posner, Lisa Williams)
(Rachel Posner, Season 3)
(Rachel Posner, Frank Underwood)
(Rachel Posner, Peter Russo)
(Rachel Posner, Rachel Brosnahan)
(Rachel Posner, House of Cards)
(Rachel Posner, Season 1)
(Rachel Posner, Doug Stamper)
(Rachel Posner, Gavin Orsay)
(Rachel Posner, Cassie Lockhart)
(Rachel Posner, Rachel Posner/gallery)
(Rachel Posner, Nancy Kaufberger)
(White House Chief of Staff, White House Office)
(White House Chief of Staff, President of the United States)
(White House Chief of Staff, Executive Office of the President of the United States)
(White House Chief of Staff, Doug Stamper)
(SanCorp, Season 1)
(SanCorp, Season 2)
(SanCorp, House Majority Whip)
(SanCorp, Frank Underwood)
(SanCorp, Glendon Hill)
(SanCorp, Remy Danton)
(SanCorp, Congress)
(Janine Skorsky, Janine Skorsky/gallery)
(Janine Skorsky, Season 2)
(Janine Skorsky, Christina Gallagher)
(Janine Skorsky, Zoe Barnes)
(Janine Skorsky, Lucas Goodwin)
(Janine Skorsky, Echo)
(Janine Skorsky, Terry Womack)
(Janine Skorsky, Doug Stamper)
(Janine Skorsky, Constance Zimmer)
(Janine Skorsky, Slugline)
(Janine Skorsky, Tom Hammerschmidt)
(Janine Skorsky, Washington, D.C.)
(Janine Skorsky, Roy Kapeniak)
(Janine Skorsky, Frank Underwood)
(Janine Skorsky, Paul Capra)
(Janine Skorsky, Peter Russo)
(Janine Skorsky, Nathan Green)
(Janine Skorsky, Washington Herald)
(Janine Skorsky, Season 1)
(Janine Skorsky, Season 4)
(Janine Skorsky, HEROnymous Bot)
(Janine Skorsky, House of Cards)
(Bruce Higgins, Underwood Family)
(Bruce Higgins, Season 1)
(Bruce Higgins, House of Cards)
(House of Cards (Novel), Francis Urquhart)
(House of Cards (Novel), Michael Dobbs)
(Chapter 48, Chapter 48)
(Henry Mitchell, America Works)
(Henry Mitchell, DRF)
(Henry Mitchell, Hector Mendoza)
(Henry Mitchell, Season 3)
(Henry Mitchell, Frank Underwood)
(Henry Mitchell, United States Senate)
(Henry Mitchell, Republican Party (United States))
(Henry Mitchell, Chapter 34)
(Henry Mitchell, Bob Birch)
(Henry Mitchell, FEMA)
(2016 Presidential Election, United States presidential election, 2016)
(Tim Corbet, Season 1)
(Tim Corbet, David Andrews)
(Tim Corbet, Corbet Rafting Inc.)
(Tim Corbet, Season 3)
(Tim Corbet, Frank Underwood)
(Tim Corbet, Phil Langdon)
(Tim Corbet, House of Cards)
(Tim Corbet, Ken Caswell)
(Tim Corbet, Tim Corbet/gallery)
(Tim Corbet, Beth Corbet)
(Patricia Whittaker, Chapter 6)
(Patricia Whittaker, Season 1)
(Patricia Whittaker, Frank Underwood)
(Patricia Whittaker, Chapter 49)
(Patricia Whittaker, Peter Russo)
(Patricia Whittaker, Chapter 5)
(Patricia Whittaker, Season 4)
(Dean Masters/gallery, Dean Masters)
(Chapter 44, Chapter 44)
(Companies, Tom Hammerschmidt)
(Companies, Chapter 9)
(Companies, Season 2)
(Companies, Glandon Hill)
(Companies, Chapter 14)
(Companies, Raymond Tusk)
(Companies, Ayla Sayyad)
(Companies, Freddy's BBQ Joint)
(Companies, Chapter 17)
(Companies, Chapter 1)
(Companies, Margaret Tilden)
(Companies, Chapter 4)
(Companies, Henry Chapman)
(Companies, Chapter 20)
(Companies, Freddy Hayes)
(Companies, Clayton West)
(Companies, Corbet Rafting Inc.)
(Companies, Chapter 2)
(Companies, Remy Danton)
(Companies, Gillian Cole)
(Companies, Slugline)
(Companies, Washington Herald)
(Companies, Zoe Barnes)
(Companies, Evelyn Baxter)
(Companies, SanCorp)
(Companies, Heather Dunbar)
(Companies, Chapter 37)
(Companies, Xander Feng)
(Companies, Wall Street Telegraph)
(Companies, Chapter 13)
(Companies, Claire Underwood)
(Companies, Lucas Goodwin)
(Companies, Chapter 26)
(Companies, Dunbar Armored Cars)
(Companies, Tim Corbet)
(Companies, Tammy)
(Companies, Chapter 24)
(Companies, Daniel Lanagin)
(Companies, Carly Heath)
(Companies, Chapter 5)
(Companies, Janine Skorsky)
(Companies, Garrett Walker)
(Companies, Clean Water Initiative)
(Companies, Season 3)
(Companies, Kate Baldwin)
(Companies, Chapter 29)
(Companies, Chapter 30)
(Companies, Season 1)
(Companies, Chapter 10)
(Companies, NY Examiner)
(Companies, Gavin Orsay)
(Companies, Adam Galloway)
(Companies, House of Cards)
(Jordan Valley, Claire Underwood)
(Jordan Valley, Viktor Petrov)
(Jordan Valley, Frank Underwood)
(Patricia Walker, Washington, D.C.)
(Patricia Walker, Garrett Walker)
(Patricia Walker, United States)
(Patricia Walker, Season 2)
(Patricia Walker, Christina Gallagher)
(Patricia Walker, Frank Underwood)
(Patricia Walker, Claire Underwood)
(Patricia Walker, President of the United States)
(Patricia Walker, Peter Russo)
(Patricia Walker, Katie Walker)
(Patricia Walker, Presidency of Garrett Walker)
(Patricia Walker, Season 1)
(Patricia Walker, Chapter 1)
(Patricia Walker, James Walker)
(Patricia Walker, First Lady of the United States)
(Patricia Walker, House of Cards)
(Chapter 24, Garrett Walker)
(Chapter 24, Edward Meechum)
(Chapter 24, Lisa Williams)
(Chapter 24, Frank Underwood)
(Chapter 24, Claire Underwood)
(Chapter 24, Raymond Tusk)
(Chapter 24, Megan Hennessey)
(Chapter 24, Jackie Sharp)
(Chapter 24, Underwood Family)
(Chapter 24, Heather Dunbar)
(Chapter 24, Seth Grayson)
(Chapter 24, Doug Stamper)
(Chapter 24, Daniel Lanagin)
(Chapter 24, Rachel Posner)
(Chapter 24, Remy Danton)
(Chapter 24, Patricia Walker)
(Chapter 23, Garrett Walker)
(Chapter 23, Edward Meechum)
(Chapter 23, Lisa Williams)
(Chapter 23, Frank Underwood)
(Chapter 23, Claire Underwood)
(Chapter 23, Raymond Tusk)
(Chapter 23, Ayla Sayyad)
(Chapter 23, Jackie Sharp)
(Chapter 23, Seth Grayson)
(Chapter 23, Doug Stamper)
(Chapter 23, Daniel Lanagin)
(Chapter 23, Rachel Posner)
(Chapter 23, Adam Galloway)
(Chapter 23, Remy Danton)
(Chapter 23, Freddy Hayes)
(Clear Water Initiative, Clean Water Initiative)
(Lanagin, Daniel Lanagin)
(Hillary Clinton, Garrett Walker)
(Hillary Clinton, United States presidential election, 2012)
(Hillary Clinton, Democratic Party (United States))
(Hillary Clinton, United States Secretary of State)
(Hillary Clinton, President of the United States)
(Hillary Clinton, Bill Clinton)
(Hillary Clinton, Joe Biden)
(Hillary Clinton, Catherine Durant)
(Hillary Clinton, Senate)
(Hillary Clinton, Barack Obama)
(Hillary Clinton, Jim Matthews)
(Hillary Clinton, First Lady of the United States)
(Government Organizations, Doug Stamper)
(Government Organizations, Frank Underwood)
(Government Organizations, Zoe Barnes)
(Government Organizations, Lucas Goodwin)
(Government Organizations, Peter Russo)
(Government Organizations, Nathan Green)
(Government Organizations, FBI)
(Government Organizations, Gavin Orsay)
(Government Organizations, Rachel Posner)
(Government Organizations, Janine Skorsky)
(Government Organizations, FEMA)
(Government Organizations, HEROnymous Bot)
(Echo, Michael Kern)
(Echo, Season 1)
(Echo, Roy Kapeniak)
(Echo, United States Secretary of State)
(Echo, Zoe Barnes)
(Echo, Peter Russo)
(Echo, House of Cards)
(Travis Shore, Jessica Masters)
(Travis Shore, Frank Underwood)
(Travis Shore, Gaffney)
(Travis Shore, Chapter 3)
(Congress, Democratic Party (United States))
(Congress, Republican Party (United States))
(Congress, Congress)
(Congress, United States House of Representatives)
(Congress, Independent (politician))
(Congress, Theodore Roosevelt)
(Congress, George W. Bush)
(Congress, Richard Nixon)
(Congress, State of the Union)
(Congress, Washington, D.C.)
(Congress, United States)
(Congress, Ronald Reagan)
(Congress, White House)
(Congress, United States Senate)
(Congress, President of the United States)
(Congress, John F. Kennedy)
(Congress, Vice President of the United States)
(Congress, Joe Biden)
(Congress, President pro tempore of the United States Senate)
(Congress, Supreme Court of the United States)
(Congress, Bill Clinton)
(Congress, Speaker of the United States House of Representatives)
(Congress, George H. W. Bush)
(UK USA similarities, Claire Underwood)
(UK USA similarities, Doug Stamper)
(UK USA similarities, Frank Underwood)
(UK USA similarities, Zoe Barnes)
(UK USA similarities, Francis Urquhart)
(UK USA similarities, Garrett Walker)
(UK USA similarities, Peter Russo)
(Willard Erickson, Chapter 16)
(Willard Erickson, Terry Womack)
(Willard Erickson, Season 2)
(Willard Erickson, Season 3)
(Willard Erickson, Casey Giallo)
(Willard Erickson, Chapter 28)
(Willard Erickson, Chapter 29)
(Willard Erickson, Bob Birch)
(Willard Erickson, Viktor Petrov)
(Willard Erickson, Curtis Haas)
(Eric Carson, Chapter 3)
(Eric Carson, Wayne Paley)
(Eric Carson, Gaffney)
(Gavin Orsay/gallery, Gavin Orsay)
(President of the United States, Washington, D.C.)
(President of the United States, Garrett Walker)
(President of the United States, Ronald Reagan)
(President of the United States, Air Force One)
(President of the United States, Jimmy Carter)
(President of the United States, List of Presidents of the United States)
(President of the United States, White House)
(President of the United States, United States Senate)
(President of the United States, Frank Underwood)
(President of the United States, Vice President of the United States)
(President of the United States, John F. Kennedy)
(President of the United States, Gerald Ford)
(President of the United States, Theodore Roosevelt)
(President of the United States, George W. Bush)
(President of the United States, Richard Nixon)
(President of the United States, Bill Clinton)
(President of the United States, Barack Obama)
(President of the United States, George H. W. Bush)
(Leanne Masters/gallery, Leanne Masters)
(Jim Matthews, Garrett Walker)
(Jim Matthews, United States presidential election, 2012)
(Jim Matthews, Democratic Party (United States))
(Jim Matthews, Frank Underwood)
(Jim Matthews, Peter Russo)
(Jim Matthews, Vice President of the United States)
(Jim Matthews, Joe Biden)
(Jim Matthews, Barack Obama)
(Jim Matthews, Season 1)
(Jim Matthews, Jim Matthews/gallery)
(Jim Matthews, Chapter 1)
(Jim Matthews, Governor of Pennsylvania)
(Claire Underwood/gallery, Claire Underwood)
(Nash Aarons, Frank Underwood)
(Nash Aarons, Peter Russo)
(Nash Aarons, Jim Matthews)
(Nash Aarons, Chapter 7)
(Nash Aarons, Chapter 11)
(United States presidential line of succession, United States Secretary of State)
(United States presidential line of succession, Catherine Durant)
(United States presidential line of succession, United States Secretary of the Treasury)
(United States presidential line of succession, Democratic Party (United States))
(United States presidential line of succession, Donald Blythe)
(United States presidential line of succession, Michael Kern)
(United States presidential line of succession, Republican Party (United States))
(United States presidential line of succession, President of the United States)
(United States presidential line of succession, President pro tempore of the United States Senate)
(United States presidential line of succession, Speaker of the United States House of Representatives)
(United States presidential line of succession, Vice President of the United States)
(Chapter 3, Edward Meechum)
(Chapter 3, Leanne Masters)
(Chapter 3, Christina Gallagher)
(Chapter 3, Frank Underwood)
(Chapter 3, Zoe Barnes)
(Chapter 3, Martin Spinella)
(Chapter 3, Gene Clancey)
(Chapter 3, Peter Russo)
(Chapter 3, Gillian Cole)
(Chapter 3, Linda Vasquez)
(Chapter 3, Claire Underwood)
(Chapter 3, Margaret Tilden)
(Chapter 3, Dean Masters)
(Chapter 3, Reverend Jenkins)
(Chapter 3, Doug Stamper)
(Chapter 3, Beau Willimon)
(Chapter 3, Oren Chase)
(Chapter 3, Rachel Posner)
(Chapter 3, Nancy Kaufberger)
(Chapter 3, Tom Hammerschmidt)
(Chapter 43, Chapter 43)
(Kristen Connolly, Season 1)
(Kristen Connolly, Season 2)
(Kristen Connolly, Christina Gallagher)
(Kristen Connolly, House of Cards)
